Image,Latitude,Longitude,Timestamp
frame1.jpg,19.100088,74.732057,14-05-2025 12:01
frame2.jpg,19.099983,74.732104,14-05-2025 12:01
frame3.jpg,19.099983,74.732104,14-05-2025 12:01
frame4.jpg,19.099997,74.731891,14-05-2025 12:01
frame5.jpg,19.099175,74.731134,14-05-2025 12:02
frame6.jpg,19.0991,74.731134,14-05-2025 12:02
frame7.jpg,19.099224,74.731197,14-05-2025 12:02
frame8.jpg,19.099224,74.731197,14-05-2025 12:02
frame9.jpg,19.099224,74.731197,14-05-2025 12:02
frame10.jpg,19.098377,74.73081,14-05-2025 12:02
frame11.jpg,19.095931,74.729913,14-05-2025 12:03
frame12.jpg,19.095931,74.729913,14-05-2025 12:03
frame13.jpg,19.095917,74.729897,14-05-2025 12:03
frame14.jpg,19.095917,74.729897,14-05-2025 12:04
frame15.jpg,19.095296,74.729028,14-05-2025 12:04
frame16.jpg,19.095425,74.729208,14-05-2025 12:04
frame17.jpg,19.095425,74.729208,14-05-2025 12:04
frame18.jpg,19.095425,74.729208,14-05-2025 12:04
frame19.jpg,19.095425,74.729208,14-05-2025 12:04
frame20.jpg,19.09516,74.72827,14-05-2025 12:04
frame21.jpg,19.09501,74.727636,14-05-2025 12:04
frame22.jpg,19.09501,74.727636,14-05-2025 12:04
frame23.jpg,19.095068,74.726944,14-05-2025 12:05
frame24.jpg,19.095063,74.726582,14-05-2025 12:05
frame25.jpg,19.097163,74.696453,14-05-2025 12:13
frame26.jpg,19.097163,74.696453,14-05-2025 12:13
frame27.jpg,19.097163,74.696453,14-05-2025 12:13
frame28.jpg,19.097163,74.696453,14-05-2025 12:13
frame29.jpg,19.097163,74.696453,14-05-2025 12:13
frame30.jpg,19.097572,74.694765,14-05-2025 12:13
frame31.jpg,19.097572,74.694765,14-05-2025 12:13
frame32.jpg,19.097878,74.69303,Not found
frame33.jpg,19.097895,74.692968,14-05-2025 12:14
frame34.jpg,19.098253,74.691343,14-05-2025 12:14
frame35.jpg,19.098253,74.691343,14-05-2025 12:14
frame36.jpg,19.098261,74.691319,14-05-2025 12:14
frame37.jpg,19.098629,74.689996,14-05-2025 12:14
frame38.jpg,19.098629,74.689996,14-05-2025 12:14
frame39.jpg,19.098629,74.689996,14-05-2025 12:14
frame40.jpg,19.098629,74.689996,14-05-2025 12:14
frame41.jpg,19.098642,74.689903,14-05-2025 12:15
frame42.jpg,19.098642,74.689903,14-05-2025 12:15
frame43.jpg,19.098754,74.689759,Not found
frame44.jpg,19.098754,74.689759,14-05-2025 12:15
frame45.jpg,19.098801,74.689667,14-05-2025 12:15
frame46.jpg,19.098801,74.689667,14-05-2025 12:15
frame47.jpg,19.099204,74.689234,14-05-2025 12:16
frame48.jpg,19.100943,74.684009,14-05-2025 12:16
frame49.jpg,19.100943,74.684009,14-05-2025 12:16
frame50.jpg,Not found,74.684009,Not found
frame51.jpg,19.100943,74.684009,14-05-2025 12:16
frame52.jpg,19.100943,74.684009,14-05-2025 12:16
frame53.jpg,19.100842,74.683653,14-05-2025 12:16
frame54.jpg,19.100842,74.683653,14-05-2025 12:16
frame55.jpg,19.100604,74.681735,14-05-2025 12:17
frame56.jpg,19.100604,74.681735,14-05-2025 12:17
frame57.jpg,19.100568,74.681508,14-05-2025 12:17
frame58.jpg,19.100568,74.681508,14-05-2025 12:17
frame59.jpg,19.101429,74.680155,14-05-2025 12:17
frame60.jpg,19.101429,74.680155,14-05-2025 12:17
frame61.jpg,19.101429,74.680155,14-05-2025 12:17
frame62.jpg,19.101078,74.678688,14-05-2025 12:18
frame63.jpg,19.101078,74.678688,14-05-2025 12:18
frame64.jpg,19.101127,74.673982,14-05-2025 12:18
frame65.jpg,19.101043,74.673355,14-05-2025 12:18
frame66.jpg,19.101043,74.673355,14-05-2025 12:18
frame67.jpg,19.10087,74.672869,14-05-2025 12:18
frame68.jpg,19.100822,74.671341,14-05-2025 12:19
frame69.jpg,19.101358,74.666465,14-05-2025 12:19
frame70.jpg,19.101358,74.666465,14-05-2025 12:19
frame71.jpg,19.101357,74.666355,14-05-2025 12:19
frame72.jpg,19.101363,74.666332,14-05-2025 12:20
frame73.jpg,19.101363,74.666332,14-05-2025 12:20
frame74.jpg,19.101515,74.66238,14-05-2025 12:20
frame75.jpg,19.381422,75.178145,01-06-2025 14:44
frame76.jpg,19.381422,75.178145,01-06-2025 14:44
frame77.jpg,19.381422,75.178145,01-06-2025 14:44
frame78.jpg,19.381798,75.17779,01-06-2025 14:44
frame79.jpg,19.381798,75.17779,01-06-2025 14:44
frame80.jpg,19.382406,75.17806,01-06-2025 14:44
frame81.jpg,19.382511,75.178039,01-06-2025 14:44
frame82.jpg,19.382542,75.178025,01-06-2025 14:44
frame83.jpg,19.382542,75.178025,01-06-2025 14:44
frame84.jpg,19.382552,75.178027,01-06-2025 14:44
frame85.jpg,19.382957,75.178527,01-06-2025 14:44
frame86.jpg,19.385754,75.170842,01-06-2025 14:46
frame87.jpg,19.396424,75.149482,01-06-2025 14:51
frame88.jpg,19.396417,75.149484,01-06-2025 14:51
frame89.jpg,19.397052,75.148854,01-06-2025 14:51
frame90.jpg,19.401006,75.1431,01-06-2025 14:53
frame91.jpg,19.401006,75.1431,01-06-2025 14:53
frame92.jpg,19.401006,75.1431,01-06-2025 14:53
frame93.jpg,19.401006,75.143097,01-06-2025 14:53
frame94.jpg,19.401006,75.143097,01-06-2025 14:53
frame95.jpg,19.401006,75.143097,01-06-2025 14:53
frame96.jpg,19.401006,75.143097,01-06-2025 14:53
frame97.jpg,19.401006,75.143097,01-06-2025 14:53
frame98.jpg,19.401006,75.143097,01-06-2025 14:53
frame99.jpg,19.401006,75.143097,01-06-2025 14:53
frame100.jpg,19.401006,75.143097,01-06-2025 14:53
frame101.jpg,19.401006,75.143097,01-06-2025 14:53
frame102.jpg,19.401006,75.143097,01-06-2025 14:53
frame103.jpg,19.401006,75.143097,01-06-2025 14:53
frame104.jpg,19.401006,75.143097,01-06-2025 14:53
frame105.jpg,19.401006,75.143097,01-06-2025 14:53
frame106.jpg,19.401006,75.143097,01-06-2025 14:53
frame107.jpg,19.401006,75.143097,01-06-2025 14:53
frame108.jpg,19.401348,75.142295,01-06-2025 14:53
frame109.jpg,19.401366,75.142278,01-06-2025 14:53
frame110.jpg,19.402149,75.139092,01-06-2025 14:54
frame111.jpg,19.402149,75.139092,01-06-2025 14:54
frame112.jpg,19.366998,75.120062,01-06-2025 15:05
frame113.jpg,19.366998,75.120062,01-06-2025 15:05
frame114.jpg,19.366998,75.120062,01-06-2025 15:05
frame115.jpg,19.366998,75.120062,01-06-2025 15:05
frame116.jpg,19.366998,75.120062,01-06-2025 15:05
frame117.jpg,19.366998,75.120062,01-06-2025 15:05
frame118.jpg,19.366998,75.120062,01-06-2025 15:05
frame119.jpg,19.36602,75.119801,01-06-2025 15:05
frame120.jpg,19.36602,75.119801,01-06-2025 15:05
frame121.jpg,19.36602,75.119801,01-06-2025 15:05
frame122.jpg,19.36602,75.119801,01-06-2025 15:05
frame123.jpg,19.36602,75.119801,01-06-2025 15:05
frame124.jpg,19.365471,75.119599,01-06-2025 15:05
frame125.jpg,19.365471,75.119599,01-06-2025 15:05
frame126.jpg,19.364542,75.118977,01-06-2025 15:05
frame127.jpg,19.364542,75.118977,01-06-2025 15:05
frame128.jpg,19.364475,75.118922,01-06-2025 15:05
frame129.jpg,19.364475,75.118922,01-06-2025 15:05
frame130.jpg,19.364475,75.118922,01-06-2025 15:05
frame131.jpg,19.364534,75.11894,01-06-2025 15:05
